序号,代码,名称,市场代码简称,最新价(元) 2026.05.08,涨跌幅(%) 2026.05.08,区间振幅(%) 2026.05.06 - 2026.05.08,区间换手率(%) 2026.05.06 - 2026.05.08,RSI1(6日) 2026.05.08,MACD值 2026.05.08,ST股票,阶段强势股 2026.05.08,概念,收盘价(日线不复权)(元) 2026.05.08,成交额(元) 2026.05.08,流通市值(元) 2026.05.08,东财行业总分类,涨跌额(元) 2026.05.08,最高价(元) 2026.05.08,最低价(元) 2026.05.08,换手率(%) 2026.05.08,量比 2026.05.08,成交量(股) 2026.05.08,市盈率(动)(倍) 2026.05.08,市净率(倍) 2026.05.08,总市值(元) 2026.05.08
755,688379,华光新材,SH,78.01,3.81,26.76,34.61,85.83,3.69,否,符合,国产芯片、共同富裕示范区、昨日高振幅、新能源车、刀片电池、电池技术、核能核电、百日新高 、CPO概念、2025年报预增、机器人概念、融资融券、低空经济、液冷概念、近期新高、无人机、昨日触板、商业航天、绿色电力、半导体概念、光伏概念、新材料、历史新高 、人形机器人、锂电池概念、昨日炸板、高铁、风能,78.01,8.93亿,70.28亿,机械设备-通用设备-金属制品,2.860,80.42,73.00,12.68,1.52,1142.71万,49.99,5.2782,74.09亿
756,600081,东风科技,SH,12.69,0.95,14.44,8.52,90.68,0.45,否,符合,融资融券、华为汽车、昨日高振幅、自动紧急制动系统（AEBS）、新能源车、智能座舱、2025年报预减、沪股通、线控系统、长安汽车概念、氢能源、汽车一体化压铸、比亚迪概念、无人驾驶、汽车热管理、传感器、减速器、长江三角、汽车电子、机器人概念、EDR概念,12.69,1.69亿,70.18亿,汽车-汽车零部件-车身附件及饰件,0.120,12.91,12.41,2.41,1.50,1330.95万,43.98,1.5179,70.18亿
757,300151,昌红科技,SZ,18.96,1.07,9.38,14.04,76.70,0.23,否,符合,国产芯片、融资融券、医疗器械概念、深股通、贬值受益、转债标的、半导体概念、深圳特区、创投、精准诊断、医药电商、精准医疗、创业板综、辅助生殖、富时罗素、基因测序,18.96,3.23亿,69.90亿,机械设备-专用设备-其他专用设备,0.200,19.65,18.51,4.57,1.16,1683.73万,148.88,6.5692,100.96亿
758,301529,福赛科技,SZ,154.30,3.10,20.41,33.81,83.73,8.01,否,符合,5G概念、融资融券、昨日高振幅、比亚迪概念、深股通、近期新高、中俄贸易概念、创业板综、新能源车、传感器、汽车电子、通信技术,154.30,8.16亿,69.80亿,汽车-汽车零部件-车身附件及饰件,4.640,159.77,148.00,11.74,1.12,531.31万,106.48,9.2957,130.90亿
759,301392,汇成真空,SZ,170.71,2.89,15.37,47.77,78.31,0.39,否,符合,国产芯片、专精特新、融资融券、复合集流体、深股通、钙钛矿电池、2025年报预减、第三代半导体、苹果概念、PET铜箔、TOPCON电池、小盘股、光伏概念、锂电池概念、比亚迪概念、创业板综、无人驾驶、富士康概念、小盘成长,170.71,10.72亿,69.64亿,机械设备-专用设备-其他专用设备,4.800,178.00,162.00,15.29,1.21,623.79万,155.23,22.5433,170.71亿
760,002930,宏川智慧,SZ,16.04,10.01,25.33,25.22,87.70,0.48,否,符合,粤港澳大湾区、融资融券、东数西算、昨日高振幅、深股通、近期新高、昨日首板、转债标的、标准普尔、最近多板、百日新高 、股权激励、统一大市场、富时罗素、智能物流,16.04,3.18亿,69.51亿,交通运输-物流-仓储物流,1.460,16.04,15.11,4.68,0.81,2029.40万,99.74,3.7491,73.38亿
761,002843,泰嘉股份,SZ,27.56,-1.18,5.98,31.00,65.47,0.26,否,符合,军工、融资融券、AIPC、高压快充、充电桩、深股通、商业航天、苹果概念、华为概念、数据中心、智能穿戴、光伏概念、消费电子概念、储能概念、一带一路、中欧经济一体化,27.56,5.09亿,68.95亿,机械设备-通用设备-金属制品,-0.330,28.05,27.15,7.36,0.70,1842.01万,70.90,5.1599,69.38亿
762,301487,盟固利,SZ,25.26,0.08,5.58,22.86,69.90,0.67,否,符合,钠离子电池、专精特新、融资融券、2025年报扭亏、深股通、新能源车、宁德时代概念、小盘股、电池技术、消费电子概念、固态电池、人形机器人、锂电池概念、比亚迪概念、创业板综、机器人概念、动力电池回收,25.26,4.96亿,68.91亿,电力设备-电池-电池化学品,0.020,25.93,24.90,7.14,0.90,1948.46万,146.11,6.0134,116.10亿
763,002805,丰元股份,SZ,24.65,0.53,16.28,72.63,85.75,1.51,否,符合,钠离子电池、专精特新、融资融券、昨日高振幅、化工原料、新能源车、宁德时代概念、最近多板、长安汽车概念、昨日高换手、电池技术、硫化物、固态电池、磷酸铁锂、锂电池概念、比亚迪概念、磷化工,24.65,13.91亿,68.73亿,电力设备-电池-电池化学品,0.130,26.15,24.21,19.96,1.33,5563.95万,22.43,7.3824,69.04亿
764,688699,明微电子,SH,62.26,-2.93,12.66,33.66,81.83,4.41,否,符合,国产芯片、LED概念、专精特新、融资融券、半导体概念、深圳特区、先进封装、MiniLED,62.26,5.25亿,68.53亿,电子-半导体-模拟芯片设计,-1.880,63.15,61.37,7.67,1.08,844.12万,72.34,5.6429,68.53亿
765,002235,安妮股份,SZ,12.35,2.57,14.02,49.35,90.93,0.68,否,符合,彩票概念、福建自贸区、区块链、融资融券、数字经济、体育产业、AI反诈、知识产权、网络安全、昨日高换手、Web3.0、数据确权、造纸印刷、比亚迪概念、NFT概念、海峡两岸、独角兽、蚂蚁概念、文娱消费、大数据、数据要素,12.35,7.94亿,68.37亿,轻工制造-造纸-特种纸,0.310,12.48,11.95,11.68,0.81,6468.27万,-2451.76,9.8121,71.58亿
766,600868,梅雁吉祥,SH,3.60,0.00,6.45,12.55,68.12,0.07,否,符合,粤港澳大湾区、职业教育、融资融券、水利建设、沪股通、绿色电力、智慧城市、粤港自贸、氢能源、水泥概念、小金属概念、时空大数据、数据要素、新型城镇化,3.60,2.75亿,68.33亿,公用事业-电力-水力发电,0.000,3.64,3.54,4.04,1.20,7673.38万,-116.23,3.5319,68.33亿
767,301176,逸豪新材,SZ,41.51,1.24,13.63,24.20,80.37,2.47,否,符合,融资融券、锂电池概念、创业板综、汽车电子、PCB、PCB铜箔、MiniLED,41.51,4.12亿,68.10亿,电子-元件-印制电路板,0.510,42.44,39.80,6.09,0.60,998.66万,186.83,4.7188,70.18亿
768,300587,天铁科技,SZ,6.46,-1.82,7.79,10.18,69.87,0.21,否,符合,专精特新、融资融券、液冷概念、深股通、噪声防治、电池技术、铁路基建、固态电池、锂电池概念、创业板综、高铁、锂矿概念、机器人概念,6.46,2.19亿,67.95亿,基础化工-橡胶-其他橡胶制品,-0.120,6.67,6.42,3.20,1.03,3369.17万,115.74,3.7431,83.87亿
769,301075,多瑞医药,SZ,84.93,4.21,8.35,9.87,74.14,1.92,否,符合,三胎概念、仿制药一致性评价、流感、融资融券、西部大开发、病原体防治、创业板综、创新药,84.93,2.58亿,67.94亿,医药生物-化学制药-化学制剂,3.430,86.00,80.21,3.86,1.25,308.43万,-121.61,11.0114,67.94亿
770,300465,高伟达,SZ,15.25,3.88,13.43,11.20,70.81,0.27,否,符合,国产芯片、区块链、东数西算、AI智能体、华为概念、腾讯概念、互联网金融、信创、DeepSeek概念、独角兽、蚂蚁概念、人工智能、富时罗素、物联网、云计算、化债(AMC)概念、数据要素、数据安全、移动支付、数字货币、深股通、ChatGPT概念、数据中心、国产软件、Web3.0、比亚迪概念、创业板综、抖音概念(字节概念)、支付系统、大数据、跨境支付,15.25,4.49亿,67.67亿,计算机-软件开发-垂直应用软件,0.570,16.15,14.52,6.59,3.23,2924.99万,-119.13,10.1255,67.67亿
771,001316,润贝航科,SZ,60.70,1.22,14.99,20.64,85.83,2.42,否,符合,大飞机、飞行汽车(eVTOL)、航空发动机、低空经济、昨日高振幅、AI眼镜、关键材料、商业航天、最近多板、运营维修、消毒剂、石油加工贸易、海峡两岸、2025年报预增,60.70,4.51亿,67.55亿,石油石化-炼化及贸易-油品石化贸易,0.730,61.32,56.88,6.90,1.71,767.62万,28.82,5.1227,69.88亿
772,603223,恒通股份,SH,9.56,5.64,8.08,5.90,73.30,0.15,否,符合,石油加工贸易、融资融券、油气资源、2025年报预增、天然气、沪股通、节能环保、航运概念、破增发价股,9.56,2.04亿,67.48亿,石油石化-炼化及贸易-油品石化贸易,0.510,9.74,9.02,3.04,2.71,2143.79万,18.11,1.6507,67.48亿
773,000042,中洲控股,SZ,10.16,5.72,7.79,8.59,83.46,0.24,否,符合,粤港澳大湾区、融资融券、深股通、标准普尔、深圳特区,10.16,1.45亿,67.47亿,房地产-房地产开发-住宅开发,0.550,10.23,9.60,2.18,0.83,1449.06万,-25.50,2.9804,67.55亿
774,300488,恒锋工具,SZ,41.56,20.01,36.41,28.18,92.62,2.18,否,符合,专精特新、航空发动机、工业母机、共同富裕示范区、昨日高振幅、深股通、近期新高、加工设备、军民融合、人形机器人、比亚迪概念、百日新高 、创业板综、减速器、机器人执行器、长江三角、机器人概念,41.56,9.70亿,67.43亿,机械设备-通用设备-金属制品,6.930,41.56,36.00,15.23,3.51,2470.62万,47.88,3.6322,79.47亿
775,002067,景兴纸业,SZ,5.04,0.80,4.70,8.53,66.95,0.09,否,符合,飞行汽车(eVTOL)、数字孪生、低空经济、融资融券、烟草、数字经济、深股通、托育服务、绿色电力、IPO受益、创投、中马经济一体化、一带一路、造纸印刷、长江三角、机器人概念、快递概念、光伏建筑一体化,5.04,2.14亿,67.42亿,轻工制造-造纸-大宗用纸,0.040,5.10,4.95,3.17,0.95,4245.28万,87.61,1.1117,74.33亿
776,603598,引力传媒,SH,24.90,3.66,25.63,41.56,84.88,0.85,否,符合,多模态AI、鸿蒙概念、昨日高振幅、元宇宙概念、短剧互动游戏、AI营销、AI智能体、华为概念、小红书概念、最近多板、东方财富热股、腾讯概念、京津冀一体化、拼多多概念、AI应用、百度概念、DeepSeek概念、人工智能、网红经济、阿里概念、数据要素、2025年报扭亏、昨日首板、AIGC概念、快手概念、即梦AI(Seedance)、电商概念、虚拟数字人、抖音概念(字节概念),24.90,17.84亿,67.08亿,传媒-广告营销-营销代理,0.880,26.42,24.75,25.67,4.74,6915.08万,161.60,29.8900,67.15亿
777,300571,平治信息,SZ,58.00,0.73,22.80,86.34,92.56,4.62,否,符合,国产芯片、多模态AI、5G概念、鸿蒙概念、东数西算、昨日高振幅、数字经济、元宇宙概念、短剧互动游戏、通信技术、昨日高换手、腾讯概念、储能概念、华为昇腾、算力租赁、智能家居、在线教育、DeepSeek概念、CPO概念、人工智能、物联网、影视概念、阿里概念、机器人概念、数据要素、6G概念、数字水印、低空经济、智谱AI概念、算力概念、虚拟现实、无人机、F5G概念、快手概念、智能音箱、数据中心、人形机器人、虚拟数字人、创业板综、数字阅读、谷子经济、WiFi6、WiFi、智谱AI,58.00,15.16亿,67.07亿,通信-通信服务-通信应用增值服务,0.420,58.99,56.00,22.76,0.86,2632.02万,414.43,6.5571,80.93亿
778,002631,德尔未来,SZ,8.45,-0.35,18.50,30.97,79.04,0.23,否,符合,融资融券、C2M概念、昨日高振幅、碳基材料、智能家居、石墨烯、工业互联、柔性屏(折叠屏)、节能环保、长江三角、核污染防治,8.45,6.40亿,67.06亿,轻工制造-家居用品-定制家居,-0.030,8.80,8.01,9.69,1.54,7688.63万,-119.92,3.3300,67.37亿
779,001313,粤海饲料,SZ,9.59,6.79,17.12,11.32,90.53,0.16,否,符合,中越经济一体化、粤港澳大湾区、水产概念、合成生物、乡村振兴、2025年报扭亏、海南自贸、深股通、近期新高、预制菜概念、小红书概念、粤港自贸、一带一路、百日新高 、海洋经济、数据要素,9.59,3.96亿,67.05亿,农林牧渔-饲料-水产饲料,0.610,9.76,8.90,6.01,2.44,4198.83万,149.07,2.6193,67.13亿
780,688662,富信科技,SH,75.83,0.57,15.16,24.91,67.90,0.88,否,符合,国产芯片、5G概念、融资融券、昨日高振幅、CPO概念、光通信模块、半导体概念、通信技术,75.83,5.00亿,66.91亿,电子-其他电子Ⅱ-其他电子Ⅲ,0.430,77.65,72.67,7.46,1.13,658.36万,226.47,9.0602,66.91亿
781,603095,越剑智能,SH,25.86,-2.78,16.08,35.51,75.36,1.89,否,符合,东方财富热股、创投、专精特新、机器视觉、昨日高振幅、高端装备、参股银行、机器人概念、华为概念、最近多板,25.86,7.54亿,66.79亿,机械设备-专用设备-纺织服装设备,-0.740,27.20,24.42,11.30,1.48,2917.39万,117.44,2.8574,66.79亿
782,600769,祥龙电业,SH,17.80,2.89,13.75,16.80,84.15,0.45,否,符合,历史新高 、昨日高振幅、央国企改革、百日新高 、近期新高、湖北三资改革、工程建设,17.80,3.10亿,66.75亿,环保-环境治理-水务及水治理,0.500,17.86,16.90,4.73,0.75,1775.36万,351.26,52.6636,66.75亿
783,600714,金瑞矿业,SH,23.10,2.99,11.67,33.45,84.15,1.18,否,符合,玻璃基板、稀缺资源、西部大开发、昨日高振幅、央国企改革、小金属概念、最近多板,23.10,6.12亿,66.57亿,基础化工-化学原料-无机盐,0.670,23.53,22.20,9.21,0.90,2655.40万,-1537.45,8.8411,66.57亿
784,002965,祥鑫科技,SZ,34.93,10.02,18.28,17.71,83.22,0.86,否,符合,粤港澳大湾区、5G概念、新能源车、灵巧手、优必选科技、新型工业化、宁德时代概念、华为概念、小米概念、通信技术、创投、电池技术、固态电池、储能概念、信创、无人驾驶、小鹏汇天、机器人概念、飞行汽车(eVTOL)、低空经济、融资融券、华为汽车、液冷概念、微通道水冷板、充电桩、深股通、智能座舱、2025年报预减、数据中心、光伏概念、机器视觉、汽车一体化压铸、人形机器人、小米汽车、比亚迪概念、华为数字能源、汽车热管理、光伏逆变器、特斯拉概念,34.93,6.05亿,66.51亿,汽车-汽车零部件-其他汽车零部件,3.180,34.93,31.44,9.31,2.38,1773.60万,-135.79,2.1857,92.70亿
785,300368,汇金股份,SZ,12.54,0.16,24.41,43.21,83.86,0.61,否,符合,区块链、雄安新区、深股通、智慧城市、华为概念、数据中心、最近多板、国产软件、互联网金融、信创、京津冀一体化、算力租赁、央国企改革、创业板综、无人零售、风能、机器人概念、云计算,12.54,7.51亿,66.33亿,计算机-计算机设备-其他计算机设备,0.020,12.76,12.25,11.29,1.47,5974.31万,-178.53,137.6109,66.33亿
786,000670,盈方微,SZ,8.06,-1.71,9.91,23.22,61.94,0.10,否,符合,国产芯片、昨日高振幅、深股通、虚拟现实、贬值受益、长江存储、无人机、半导体概念、存储芯片、芯片分销、小米概念、军民融合、智能穿戴、消费电子概念、智能家居、海峡两岸、机器人概念,8.06,4.27亿,66.24亿,电子-其他电子Ⅱ-其他电子Ⅲ,-0.140,8.09,7.91,6.47,1.17,5316.75万,-145.48,221.3240,68.08亿
787,688170,德龙激光,SH,64.07,-0.36,11.45,23.47,67.99,0.38,否,符合,国产芯片、专精特新、钙钛矿设备、光通信模块、钙钛矿电池、第三代半导体、3D打印、柔性屏(折叠屏)、存储芯片、宁德时代概念、华为概念、电池技术、固态电池、巨量转移、MicroLED、碳纤维、CPO概念、OLED、MicroLED设备、激光雷达、PCB设备、BC电池、华为海思、融资融券、2025年报扭亏、商业航天、PET铜箔、先进封装、PCB、硫化物、光伏概念、玻璃基板、光纤概念、锂电池概念、高端装备、电池设备,64.07,3.93亿,66.22亿,机械设备-自动化设备-激光设备,-0.230,65.50,62.26,5.97,0.72,616.93万,-64.84,5.3751,66.22亿
788,600368,五洲交通,SH,4.11,5.66,7.46,5.36,86.21,0.05,否,符合,公路铁路运输、融资融券、西部大开发、乡村振兴、数字乡村、沪股通、电商概念、一带一路、央国企改革、人工智能、统一大市场、富时罗素、冷链物流,4.11,2.88亿,66.16亿,交通运输-铁路公路-高速公路,0.220,4.16,3.88,4.41,8.63,7104.21万,8.39,0.8924,66.16亿
789,603901,永创智能,SH,12.99,1.25,6.55,10.42,60.57,0.11,否,符合,机器视觉、人形机器人、股权激励、2025年报预增、沪股通、机器人概念、新型工业化,12.99,2.19亿,66.15亿,机械设备-专用设备-印刷包装机械,0.160,12.99,12.64,3.34,0.97,1698.77万,24.85,2.1406,70.88亿
790,300351,永贵电器,SZ,25.01,3.78,15.42,23.34,94.08,1.14,否,符合,专精特新、5G概念、海工装备、共同富裕示范区、高压快充、转债标的、新能源车、华为概念、通信技术、军民融合、长安汽车概念、百日新高 、CPO概念、交运设备、机器人概念、破增发价股、军工、融资融券、低空经济、华为汽车、液冷概念、充电桩、深股通、近期新高、无人机、2025年报预减、商业航天、MPO连接器、数据中心、铁路基建、换电概念、卫星导航、人形机器人、一带一路、比亚迪概念、锂电池概念、光纤概念、创业板综、高铁、风能,25.01,4.43亿,65.88亿,机械设备-轨交设备Ⅱ-轨交设备Ⅲ,0.910,25.48,23.80,6.72,0.87,1769.98万,-111.84,3.9968,97.27亿
791,300668,杰恩股份,SZ,66.00,4.40,26.95,23.93,72.68,-0.74,否,符合,股权转让、数据确权、2025年报扭亏、昨日高振幅、虚拟现实、创业板综、ERP概念、AIGC概念、深圳特区、华为概念、新型城镇化,66.00,4.07亿,65.80亿,建筑装饰-工程咨询服务Ⅱ-工程咨询服务Ⅲ,2.780,68.19,62.28,6.21,0.78,618.76万,-305.49,10.1890,79.45亿
792,688290,景业智能,SH,64.25,4.18,8.93,5.34,96.66,2.05,否,符合,军工、军工信息化、专精特新、融资融券、近期新高、沪股通、核污染防治、军民融合、核能核电、可控核聚变、人形机器人、DeepSeek概念、机器人概念,64.25,1.45亿,65.66亿,机械设备-自动化设备-机器人,2.580,64.88,60.73,2.23,1.22,227.82万,-211.88,4.8991,65.66亿
793,002164,宁波东力,SZ,13.65,4.36,9.39,11.45,74.82,0.13,否,符合,融资融券、共同富裕示范区、深股通、高铁、2025年报预增、减速器、机器人执行器、长江三角、风能、机器人概念,13.65,3.82亿,65.49亿,机械设备-通用设备-金属制品,0.570,13.69,12.99,5.92,2.24,2838.97万,83.39,4.5689,72.64亿
794,000863,三湘印象,SZ,5.63,9.96,18.35,13.20,75.19,0.21,否,符合,融资融券、数字经济、昨日高振幅、深股通、虚拟现实、元宇宙概念、旅游概念、最近多板、创投、Web3.0、一带一路、租售同权、智能家居、人工智能、谷子经济、长江三角、光伏建筑一体化,5.63,2.62亿,65.49亿,房地产-房地产开发-住宅开发,0.510,5.63,5.13,4.07,1.18,4739.99万,-327.31,1.5273,66.47亿
795,300737,科顺股份,SZ,7.38,0.82,9.40,9.37,80.15,0.21,否,符合,融资融券、深股通、转债标的、水利建设、商业航天、核能核电、一带一路、海峡两岸、创业板综、股权激励、富时罗素、破增发价股、光伏建筑一体化、新型城镇化,7.38,1.56亿,65.45亿,建筑材料-装修建材-防水材料,0.060,7.44,7.20,2.41,0.75,2141.63万,32.22,2.0455,81.92亿
796,600135,乐凯胶片,SH,11.82,1.98,5.86,15.18,73.14,0.20,否,符合,雄安新区、医疗器械概念、融资融券、参股保险、柔性屏(折叠屏)、光伏概念、电池技术、固态电池、铝塑膜、京津冀、京津冀一体化、锂电池概念、光伏背板、央国企改革、隔膜,11.82,3.18亿,65.40亿,基础化工-塑料-膜材料,0.230,12.02,11.47,4.88,0.93,2699.18万,-68.92,2.7769,65.40亿
797,600336,澳柯玛,SH,8.18,5.14,9.80,5.65,88.91,0.25,否,符合,医疗器械概念、融资融券、净水概念、沪股通、创投、电商概念、跨境电商、冰雪经济、空气能热泵、一带一路、央国企改革、智能家居、DeepSeek概念、超级品牌、新零售、无人零售、物联网、冷链物流、参股银行,8.18,1.77亿,65.28亿,家用电器-白色家电-冰洗,0.400,8.24,7.73,2.75,1.74,2194.07万,43.55,2.8840,65.28亿
798,600743,华远控股,SH,2.78,6.92,17.41,18.12,74.86,-0.01,否,符合,融资融券、京津冀一体化、数字经济、央国企改革、智能家居、证金持股、低价股、沪股通、REITs概念,2.78,5.72亿,65.22亿,商贸零售-一般零售-商业物业经营,0.180,2.86,2.55,8.87,2.07,2.08亿,-168.33,11.7767,65.22亿
799,002638,勤上股份,SZ,4.82,2.55,13.03,15.38,71.73,0.00,否,符合,LED概念、车联网(车路云)、5G概念、智慧灯杆、昨日高振幅、贬值受益、智慧城市、参股银行、华为概念,4.82,3.27亿,65.20亿,家用电器-照明设备Ⅱ-照明设备Ⅲ,0.120,4.90,4.56,5.08,1.19,6874.31万,-74.09,3.6631,69.24亿
800,300619,金银河,SZ,44.47,0.27,11.87,20.47,62.62,0.54,否,符合,钠离子电池、粤港澳大湾区、专精特新、2025年报扭亏、深股通、装配建筑、新能源车、硅能源、电池技术、光伏概念、固态电池、锂电池概念、有机硅概念、创业板综、高端装备、小金属概念、电池设备,44.47,4.27亿,65.14亿,电力设备-电池-锂电专用设备,0.120,46.28,44.13,6.47,1.00,947.56万,-133.56,4.8991,77.38亿
801,002194,武汉凡谷,SZ,12.73,1.84,15.14,31.45,77.54,0.40,否,符合,国产芯片、军工、6G概念、5G概念、职业教育、融资融券、昨日高振幅、深股通、昨日首板、卫星通信、商业航天、华为概念、最近多板、通信技术、东方财富热股、创投、卫星导航、毫米波概念、富时罗素、物联网、汽车电子、卫星互联网,12.73,10.56亿,65.03亿,通信-通信设备-通信网络设备及器件,0.230,12.85,12.42,16.27,2.60,8312.84万,-1481.52,3.5114,86.98亿
802,600400,红豆股份,SH,2.83,0.71,12.32,18.38,91.80,0.17,否,符合,军工、融资融券、昨日高振幅、工业互联、低价股、参股保险、沪股通、养老概念、创投、电商概念、互联网金融、服装、独角兽、新零售、网红经济、长江三角、参股银行、机器人概念,2.83,3.09亿,64.85亿,纺织服饰-服装家纺-非运动服装,0.020,2.92,2.75,4.75,0.69,1.09亿,289.46,4.6750,64.85亿
803,600791,京能置业,SH,14.33,3.77,12.42,12.32,77.48,0.00,否,符合,京津冀、京津冀一体化、昨日高振幅、央国企改革、百日新高 、近期新高、长期破净、参股银行,14.33,2.41亿,64.82亿,房地产-房地产开发-住宅开发,0.520,14.68,13.68,3.71,0.87,1677.15万,-21.80,-10.7030,64.90亿
804,300709,精研科技,SZ,43.41,0.53,6.57,15.63,69.91,0.59,否,符合,融资融券、液冷概念、AI眼镜、深股通、2025年报预减、柔性屏(折叠屏)、智能音箱、尾气治理、智能穿戴、消费电子概念、比亚迪概念、创业板综、混合现实、股权激励、富时罗素、减速器、无线耳机、机器人概念、特斯拉概念,43.41,2.60亿,64.80亿,电子-消费电子-消费电子零部件及组装,0.230,43.70,42.43,4.02,0.64,600.66万,-40.62,3.7473,80.78亿
805,688478,晶升股份,SH,46.80,-0.40,14.00,17.36,74.38,1.15,否,符合,光伏概念、国产芯片、专精特新、华为海思、融资融券、比亚迪概念、海峡两岸、第三代半导体、半导体概念、存储芯片、碳化硅、蓝宝石,46.80,3.40亿,64.76亿,电子-半导体-半导体设备,-0.190,48.60,45.62,5.23,0.97,724.06万,-184.82,4.3203,64.76亿
806,002919,名臣健康,SZ,24.41,0.37,4.80,7.04,86.05,1.01,否,符合,化妆品概念、增强现实、虚拟现实、零售概念、元宇宙概念、抖音概念(字节概念)、手机游戏、网络游戏,24.41,1.37亿,64.59亿,传媒-游戏Ⅱ-游戏Ⅲ,0.090,24.78,24.25,2.12,0.77,560.58万,177.33,7.9679,65.06亿
807,688733,壹石通,SH,32.30,-1.67,10.07,12.47,73.99,0.90,否,符合,国产芯片、钠离子电池、专精特新、融资融券、燃料电池概念、新能源车、半导体概念、存储芯片、先进封装、宁德时代概念、华为概念、PCB、电池技术、光伏概念、石英、固态电池、高带宽内存、锂电池概念、微利股、破增发价股,32.30,2.11亿,64.53亿,电力设备-电池-电池化学品,-0.550,33.17,32.20,3.24,0.94,646.77万,3847.31,3.0836,64.53亿
808,300531,优博讯,SZ,20.70,-0.38,9.30,20.01,66.82,0.05,否,符合,国产芯片、粤港澳大湾区、专精特新、区块链、2026—季报预增、鸿蒙概念、数字经济、食品安全、工业互联、深圳特区、AI芯片、华为概念、消费电子概念、信创、支付平台、拼多多概念、中俄贸易概念、DeepSeek概念、人工智能、物联网、人脸识别、机器人概念、数据要素、数据安全、智慧政务、军工、医疗器械概念、华为海思、移动支付、2025年报扭亏、数字货币、深股通、智能音箱、国产软件、机器视觉、数据确权、智能电网、创业板综、电子身份证、智能医疗、智能物流、跨境支付,20.70,3.07亿,64.50亿,计算机-计算机设备-其他计算机设备,-0.080,20.78,20.45,4.79,0.89,1491.43万,38.46,4.6206,66.46亿
809,603636,南威软件,SH,11.11,10.00,23.66,10.30,89.48,0.43,否,符合,区块链、鸿蒙概念、乡村振兴、数字经济、AI智能体、东方财富热股、电子车牌、华为昇腾、AI应用、蚂蚁概念、无人驾驶、物联网、阿里概念、华为鲲鹏、数据要素、智慧政务、军工、融资融券、昨日首板、SaaS、华为盘古、网络安全、数据确权、Web3.0、智慧灯杆、智能医疗、大数据、东数西算、车联网(车路云)、PPP模式、昨日高振幅、水利建设、数字乡村、华为概念、最近多板、信创、算力租赁、百度概念、DeepSeek概念、在线教育、人工智能、人脸识别、云计算、数据安全、数字水印、算力概念、房屋检测、沪股通、智慧城市、互联网服务、国产软件、虚拟数字人、海峡两岸、电子身份证、智谱AI,11.11,1.75亿,64.48亿,计算机-IT服务Ⅱ-IT服务Ⅲ,1.010,11.11,11.11,2.72,1.13,1579.37万,-32.36,3.4847,64.48亿
810,002902,铭普光磁,SZ,36.18,10.00,18.36,56.76,80.47,0.76,否,符合,国产芯片、粤港澳大湾区、5G概念、车联网(车路云)、海工装备、数字经济、光通信模块、新能源车、第三代半导体、工业互联、氮化镓、铜缆高速连接、华为概念、通信技术、昨日高换手、智能穿戴、消费电子概念、跨境电商、储能概念、中马经济一体化、百日新高 、CPO概念、中越经济一体化、融资融券、华为海思、充电桩、深股通、算力概念、近期新高、体育产业、F5G概念、商业航天、半导体概念、数据中心、光伏概念、电商概念、户外露营、一带一路、光伏逆变器、汽车电子,36.18,7.33亿,64.27亿,通信-通信设备-通信网络设备及器件,3.290,36.18,32.48,11.91,0.50,2115.54万,-92.99,14.0114,85.03亿
811,002640,跨境通,SZ,4.13,0.49,12.33,50.85,86.07,0.19,否,符合,内贸流通、昨日高振幅、数字经济、深股通、贬值受益、标准普尔、最近多板、昨日高换手、消费电子概念、电商概念、跨境电商、三胎概念、互联网金融、拼多多概念、奶粉、富时罗素、网红经济、婴童概念、无线耳机、破增发价股,4.13,10.48亿,63.94亿,商贸零售-互联网电商-跨境电商,0.020,4.21,4.04,16.48,1.86,2.55亿,10.23,9.9920,64.35亿
812,603767,中马传动,SH,20.68,2.83,7.78,14.43,80.29,0.49,否,符合,共同富裕示范区、乡村振兴、农机、新能源车、沪股通、减速器、长安汽车概念,20.68,2.97亿,63.82亿,汽车-汽车零部件-底盘与发动机系统,0.570,20.85,19.82,4.69,1.16,1445.98万,262.86,4.6702,63.82亿
813,600088,中视传媒,SH,16.01,4.23,10.06,8.20,84.44,0.41,否,符合,融资融券、乡村振兴、虚拟数字人、央国企改革、微利股、超清视频、中字头、旅游概念、沪股通、影视概念、文娱消费、长江三角,16.01,2.15亿,63.67亿,传媒-影视院线-影视动漫制作,0.650,16.12,15.31,3.43,2.14,1362.23万,2351.90,5.0744,63.67亿
814,002522,浙江众成,SZ,6.99,4.95,10.87,24.07,79.98,0.15,否,符合,专精特新、5G概念、融资融券、共同富裕示范区、近期新高、华为概念、通信技术、新材料、光纤概念、央国企改革、百日新高 、PVDF概念、富时罗素、长江三角、传感器、破增发价股,6.99,6.89亿,63.26亿,基础化工-塑料-膜材料,0.330,7.02,6.52,11.12,1.75,1.01亿,103.55,2.7168,63.31亿
815,600698,湖南天雁,SH,7.61,2.56,4.92,5.64,73.19,0.11,否,符合,尾气治理、铁路基建、AB股、融资融券、央国企改革、新能源车、高铁、沪股通、汽车热管理、节能环保、长安汽车概念、兵装重组概念,7.61,1.80亿,63.20亿,汽车-汽车零部件-底盘与发动机系统,0.190,7.62,7.38,2.87,2.56,2381.71万,1099.29,11.0062,81.32亿
